Points,Longitude,Latitude,COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1,Sum,Genes
5531,116.10791,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5532,123.04048,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5533,129.97305,483.60038,0,0,0,0,1,1,2,"C3,FBLN1"
5534,136.90563,483.60038,0,0,0,0,1,1,2,"C3,FBLN1"
5535,143.8382,483.60038,0,0,0,0,1,1,2,"C3,FBLN1"
5536,150.77077,483.60038,0,0,0,0,1,0,1,C3
5537,157.70335,483.60038,0,0,0,0,1,0,1,C3
5538,164.63592,483.60038,0,0,0,0,1,0,1,C3
5539,171.56849,483.60038,0,0,0,0,1,0,1,C3
5540,178.50107,483.60038,0,0,0,0,1,0,1,C3
5541,185.43364,483.60038,0,0,0,0,1,0,1,C3
5542,192.36621,483.60038,0,0,0,0,1,0,1,C3
5543,199.29878,483.60038,0,0,0,0,1,0,1,C3
5544,206.23136,483.60038,0,0,0,0,1,0,1,C3
5545,213.16393,483.60038,0,0,0,1,1,0,2,"COL1A1,C3"
5546,220.0965,483.60038,0,0,0,1,1,0,2,"COL1A1,C3"
5547,227.02908,483.60038,0,0,0,1,1,0,2,"COL1A1,C3"
5548,233.96165,483.60038,0,0,0,0,1,0,1,C3
5549,240.89422,483.60038,0,0,0,0,1,0,1,C3
5550,247.82679,483.60038,0,0,1,1,1,0,3,"CXCL12,COL1A1,C3"
5551,254.75937,483.60038,0,0,1,0,1,1,3,"CXCL12,C3,FBLN1"
5552,261.69194,483.60038,0,0,1,0,1,1,3,"CXCL12,C3,FBLN1"
5553,268.62451,483.60038,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5554,275.55709,483.60038,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5555,282.48966,483.60038,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5556,289.42223,483.60038,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5557,296.3548,483.60038,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5558,303.28738,483.60038,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5559,310.21995,483.60038,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5560,317.15252,483.60038,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5561,324.0851,483.60038,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5562,331.01767,483.60038,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5563,337.95024,483.60038,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5564,344.88282,483.60038,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5565,351.81539,483.60038,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5566,358.74796,483.60038,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5567,365.68053,483.60038,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5568,372.61311,483.60038,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5569,379.54568,483.60038,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5570,386.47825,483.60038,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5571,393.41083,483.60038,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5572,400.3434,483.60038,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5573,407.27597,483.60038,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5574,414.20854,483.60038,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5575,421.14112,483.60038,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5576,428.07369,483.60038,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5577,435.00626,483.60038,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5578,441.93884,483.60038,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5579,448.87141,483.60038,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5580,455.80398,483.60038,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5581,462.73655,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5582,469.66913,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5583,476.6017,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5584,483.53427,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5585,490.46685,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5586,497.39942,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5587,504.33199,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5588,511.26457,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5589,518.19714,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5590,525.12971,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5591,532.06228,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5592,538.99486,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5593,545.92743,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5594,552.86,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5595,559.79258,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5596,566.72515,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5597,573.65772,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5598,580.59029,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5599,587.52287,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5600,594.45544,483.60038,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5601,46.78218,490.21807,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5602,53.71475,490.21807,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5603,60.64733,490.21807,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5604,67.5799,490.21807,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5605,74.51247,490.21807,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5606,81.44504,490.21807,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5607,88.37762,490.21807,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5608,95.31019,490.21807,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5609,102.24276,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5610,109.17534,490.21807,0,0,0,1,0,1,2,"COL1A1,FBLN1"
5611,116.10791,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5612,123.04048,490.21807,0,0,0,0,1,1,2,"C3,FBLN1"
5613,129.97305,490.21807,0,0,0,0,1,1,2,"C3,FBLN1"
5614,136.90563,490.21807,0,0,0,0,1,1,2,"C3,FBLN1"
5615,143.8382,490.21807,0,0,0,0,1,1,2,"C3,FBLN1"
5616,150.77077,490.21807,0,0,0,0,1,0,1,C3
5617,157.70335,490.21807,0,0,0,0,1,0,1,C3
5618,164.63592,490.21807,0,0,0,0,1,0,1,C3
5619,171.56849,490.21807,0,0,0,0,1,0,1,C3
5620,178.50107,490.21807,0,0,0,0,1,0,1,C3
5621,185.43364,490.21807,0,0,0,0,1,0,1,C3
5622,192.36621,490.21807,0,0,0,0,1,0,1,C3
5623,199.29878,490.21807,0,0,0,0,1,0,1,C3
5624,206.23136,490.21807,0,0,0,0,1,0,1,C3
5625,213.16393,490.21807,0,0,0,0,1,0,1,C3
5626,220.0965,490.21807,0,0,0,1,1,0,2,"COL1A1,C3"
5627,227.02908,490.21807,0,0,0,1,1,0,2,"COL1A1,C3"
5628,233.96165,490.21807,0,0,0,0,1,0,1,C3
5629,240.89422,490.21807,0,0,0,1,1,0,2,"COL1A1,C3"
5630,247.82679,490.21807,0,0,1,1,1,0,3,"CXCL12,COL1A1,C3"
5631,254.75937,490.21807,0,0,1,0,1,1,3,"CXCL12,C3,FBLN1"
5632,261.69194,490.21807,0,0,1,0,1,1,3,"CXCL12,C3,FBLN1"
5633,268.62451,490.21807,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5634,275.55709,490.21807,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5635,282.48966,490.21807,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5636,289.42223,490.21807,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5637,296.3548,490.21807,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5638,303.28738,490.21807,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5639,310.21995,490.21807,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5640,317.15252,490.21807,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5641,324.0851,490.21807,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5642,331.01767,490.21807,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5643,337.95024,490.21807,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5644,344.88282,490.21807,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5645,351.81539,490.21807,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5646,358.74796,490.21807,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5647,365.68053,490.21807,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5648,372.61311,490.21807,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5649,379.54568,490.21807,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5650,386.47825,490.21807,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5651,393.41083,490.21807,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5652,400.3434,490.21807,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5653,407.27597,490.21807,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5654,414.20854,490.21807,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5655,421.14112,490.21807,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5656,428.07369,490.21807,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5657,435.00626,490.21807,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5658,441.93884,490.21807,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5659,448.87141,490.21807,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5660,455.80398,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5661,462.73655,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5662,469.66913,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5663,476.6017,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5664,483.53427,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5665,490.46685,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5666,497.39942,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5667,504.33199,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5668,511.26457,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5669,518.19714,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5670,525.12971,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5671,532.06228,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5672,538.99486,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5673,545.92743,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5674,552.86,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5675,559.79258,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5676,566.72515,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5677,573.65772,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5678,580.59029,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5679,587.52287,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5680,594.45544,490.21807,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5681,46.78218,496.83575,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5682,53.71475,496.83575,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5683,60.64733,496.83575,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5684,67.5799,496.83575,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5685,74.51247,496.83575,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5686,81.44504,496.83575,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5687,88.37762,496.83575,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5688,95.31019,496.83575,0,0,0,1,0,1,2,"COL1A1,FBLN1"
5689,102.24276,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5690,109.17534,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5691,116.10791,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5692,123.04048,496.83575,0,0,0,0,1,1,2,"C3,FBLN1"
5693,129.97305,496.83575,0,0,0,0,1,1,2,"C3,FBLN1"
5694,136.90563,496.83575,0,0,0,0,1,1,2,"C3,FBLN1"
5695,143.8382,496.83575,0,0,0,0,1,1,2,"C3,FBLN1"
5696,150.77077,496.83575,0,0,0,0,1,0,1,C3
5697,157.70335,496.83575,0,0,0,0,1,0,1,C3
5698,164.63592,496.83575,0,0,0,0,1,0,1,C3
5699,171.56849,496.83575,0,0,0,0,1,0,1,C3
5700,178.50107,496.83575,0,0,0,0,1,0,1,C3
5701,185.43364,496.83575,0,0,0,0,1,0,1,C3
5702,192.36621,496.83575,0,0,0,0,1,0,1,C3
5703,199.29878,496.83575,0,0,0,1,1,0,2,"COL1A1,C3"
5704,206.23136,496.83575,0,0,0,1,1,0,2,"COL1A1,C3"
5705,213.16393,496.83575,0,0,0,1,1,0,2,"COL1A1,C3"
5706,220.0965,496.83575,0,0,0,1,1,0,2,"COL1A1,C3"
5707,227.02908,496.83575,0,0,0,1,1,0,2,"COL1A1,C3"
5708,233.96165,496.83575,0,0,1,0,1,0,2,"CXCL12,C3"
5709,240.89422,496.83575,0,0,0,1,1,0,2,"COL1A1,C3"
5710,247.82679,496.83575,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5711,254.75937,496.83575,0,0,1,0,1,1,3,"CXCL12,C3,FBLN1"
5712,261.69194,496.83575,0,0,1,0,1,1,3,"CXCL12,C3,FBLN1"
5713,268.62451,496.83575,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5714,275.55709,496.83575,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5715,282.48966,496.83575,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5716,289.42223,496.83575,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5717,296.3548,496.83575,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5718,303.28738,496.83575,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5719,310.21995,496.83575,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5720,317.15252,496.83575,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5721,324.0851,496.83575,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5722,331.01767,496.83575,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5723,337.95024,496.83575,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5724,344.88282,496.83575,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5725,351.81539,496.83575,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5726,358.74796,496.83575,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5727,365.68053,496.83575,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5728,372.61311,496.83575,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5729,379.54568,496.83575,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5730,386.47825,496.83575,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5731,393.41083,496.83575,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
5732,400.3434,496.83575,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5733,407.27597,496.83575,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5734,414.20854,496.83575,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5735,421.14112,496.83575,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5736,428.07369,496.83575,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5737,435.00626,496.83575,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5738,441.93884,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5739,448.87141,496.83575,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5740,455.80398,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5741,462.73655,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5742,469.66913,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5743,476.6017,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5744,483.53427,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5745,490.46685,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5746,497.39942,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5747,504.33199,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5748,511.26457,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5749,518.19714,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5750,525.12971,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5751,532.06228,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5752,538.99486,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5753,545.92743,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5754,552.86,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5755,559.79258,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5756,566.72515,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5757,573.65772,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5758,580.59029,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5759,587.52287,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5760,594.45544,496.83575,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5761,46.78218,503.45343,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5762,53.71475,503.45343,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5763,60.64733,503.45343,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5764,67.5799,503.45343,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5765,74.51247,503.45343,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5766,81.44504,503.45343,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5767,88.37762,503.45343,1,0,1,1,0,1,4,"COL11A1,CXCL12,COL1A1,FBLN1"
5768,95.31019,503.45343,0,0,0,1,0,1,2,"COL1A1,FBLN1"
5769,102.24276,503.45343,0,0,0,1,0,1,2,"COL1A1,FBLN1"
5770,109.17534,503.45343,0,0,0,0,1,1,2,"C3,FBLN1"
5771,116.10791,503.45343,0,0,0,0,1,1,2,"C3,FBLN1"
5772,123.04048,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5773,129.97305,503.45343,0,0,0,0,1,1,2,"C3,FBLN1"
5774,136.90563,503.45343,0,0,0,0,1,1,2,"C3,FBLN1"
5775,143.8382,503.45343,0,0,0,0,1,1,2,"C3,FBLN1"
5776,150.77077,503.45343,0,0,0,0,0,0,0,None
5777,157.70335,503.45343,0,0,0,0,1,0,1,C3
5778,164.63592,503.45343,0,0,0,0,0,0,0,None
5779,171.56849,503.45343,0,0,0,0,1,0,1,C3
5780,178.50107,503.45343,0,0,0,0,1,0,1,C3
5781,185.43364,503.45343,0,0,0,0,1,0,1,C3
5782,192.36621,503.45343,0,0,0,0,1,0,1,C3
5783,199.29878,503.45343,0,0,0,1,1,0,2,"COL1A1,C3"
5784,206.23136,503.45343,0,0,0,1,1,0,2,"COL1A1,C3"
5785,213.16393,503.45343,0,0,0,1,1,0,2,"COL1A1,C3"
5786,220.0965,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5787,227.02908,503.45343,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5788,233.96165,503.45343,0,0,0,1,1,0,2,"COL1A1,C3"
5789,240.89422,503.45343,0,0,0,1,1,0,2,"COL1A1,C3"
5790,247.82679,503.45343,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5791,254.75937,503.45343,0,0,1,0,1,1,3,"CXCL12,C3,FBLN1"
5792,261.69194,503.45343,0,0,1,0,1,1,3,"CXCL12,C3,FBLN1"
5793,268.62451,503.45343,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5794,275.55709,503.45343,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5795,282.48966,503.45343,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5796,289.42223,503.45343,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5797,296.3548,503.45343,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5798,303.28738,503.45343,0,0,1,1,0,1,3,"CXCL12,COL1A1,FBLN1"
5799,310.21995,503.45343,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5800,317.15252,503.45343,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5801,324.0851,503.45343,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5802,331.01767,503.45343,0,0,1,1,1,1,4,"CXCL12,COL1A1,C3,FBLN1"
5803,337.95024,503.45343,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5804,344.88282,503.45343,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5805,351.81539,503.45343,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5806,358.74796,503.45343,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5807,365.68053,503.45343,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5808,372.61311,503.45343,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5809,379.54568,503.45343,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5810,386.47825,503.45343,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5811,393.41083,503.45343,0,1,1,1,1,1,5,"S100A4,CXCL12,COL1A1,C3,FBLN1"
5812,400.3434,503.45343,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5813,407.27597,503.45343,1,1,1,1,1,1,6,"COL11A1,S100A4,CXCL12,COL1A1,C3,FBLN1"
5814,414.20854,503.45343,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5815,421.14112,503.45343,1,0,1,1,1,1,5,"COL11A1,CXCL12,COL1A1,C3,FBLN1"
5816,428.07369,503.45343,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5817,435.00626,503.45343,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5818,441.93884,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5819,448.87141,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5820,455.80398,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5821,462.73655,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5822,469.66913,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5823,476.6017,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5824,483.53427,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5825,490.46685,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5826,497.39942,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5827,504.33199,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5828,511.26457,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5829,518.19714,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5830,525.12971,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5831,532.06228,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5832,538.99486,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5833,545.92743,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5834,552.86,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5835,559.79258,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5836,566.72515,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
5837,573.65772,503.45343,1,0,0,1,1,1,4,"COL11A1,COL1A1,C3,FBLN1"
5838,580.59029,503.45343,0,0,0,1,1,1,3,"COL1A1,C3,FBLN1"
