Result,row.name,Longitude,Latitude,CXCL12,FBLN1,C3,S100A4,COL11A1
result.1,689,379.54568,79.92167,0.087240071,5.55E-02,-1.71E-01,3.20E-01,3.36E-02
result.1,690,386.47825,79.92167,0.141725781,1.25E-01,-1.62E-01,3.67E-01,1.62E-01
result.1,691,393.41083,79.92167,0.166995074,4.06E-01,-1.88E-01,5.46E-01,2.25E-01
result.1,692,400.3434,79.92167,0.118074592,4.82E-01,-1.23E-01,7.37E-01,3.40E-01
result.1,693,407.27597,79.92167,0.118405235,4.30E-01,-1.33E-03,1.21E+00,3.89E-01
result.1,694,414.20854,79.92167,0.270730169,5.38E-01,1.72E-02,1.11E+00,4.49E-01
result.1,695,421.14112,79.92167,0.350144265,5.78E-01,1.43E-01,9.91E-01,4.30E-01
result.1,696,428.07369,79.92167,0.321532299,5.53E-01,3.65E-01,8.84E-01,5.70E-01
result.1,697,435.00626,79.92167,0.501718194,6.04E-01,3.99E-01,7.36E-01,3.85E-01
result.1,698,441.93884,79.92167,0.379946589,3.76E-01,1.72E-01,4.32E-01,8.69E-02
result.1,699,448.87141,79.92167,0.195799098,2.72E-01,4.52E-02,3.89E-01,8.54E-02
result.1,700,455.80398,79.92167,0.061374591,2.33E-01,-7.70E-02,4.98E-01,8.35E-02
result.1,701,462.73655,79.92167,0.17239988,4.25E-01,8.27E-03,6.57E-01,1.43E-01
result.1,702,469.66913,79.92167,0.272024692,3.14E-01,-4.45E-02,5.06E-01,1.69E-01
result.1,703,476.6017,79.92167,0.151655618,2.43E-01,-1.00E-01,5.55E-01,3.62E-01
result.1,704,483.53427,79.92167,0.039128846,4.12E-01,-1.19E-01,6.29E-01,3.49E-01
result.1,705,490.46685,79.92167,-0.018188254,3.54E-01,-4.68E-02,5.02E-01,-6.65E-02
result.1,706,497.39942,79.92167,0.129302608,2.09E-01,3.69E-01,6.16E-01,-1.20E-01
result.1,707,504.33199,79.92167,0.267167893,2.39E-01,4.18E-01,6.56E-01,3.67E-02
result.1,708,511.26457,79.92167,0.345926785,2.69E-01,4.26E-01,6.65E-01,1.37E-01
result.1,709,518.19714,79.92167,0.39596979,2.96E-01,4.33E-01,6.62E-01,1.89E-01
result.1,710,525.12971,79.92167,0.43098566,3.21E-01,4.41E-01,6.52E-01,2.17E-01
result.1,711,532.06228,79.92167,0.456081386,3.43E-01,4.49E-01,6.36E-01,2.32E-01
result.1,712,538.99486,79.92167,0.474076415,3.63E-01,4.58E-01,6.18E-01,2.40E-01
result.1,713,545.92743,79.92167,0.486805081,3.80E-01,4.68E-01,5.97E-01,2.42E-01
result.1,714,552.86,79.92167,0.495511437,3.95E-01,4.78E-01,5.75E-01,2.42E-01
result.1,715,559.79258,79.92167,0.501056489,4.07E-01,4.87E-01,5.53E-01,2.39E-01
result.1,716,566.72515,79.92167,0.504052484,4.18E-01,4.97E-01,5.32E-01,2.34E-01
result.1,717,573.65772,79.92167,0.504951262,4.27E-01,5.07E-01,5.10E-01,2.28E-01
result.1,718,580.59029,79.92167,0.504100975,4.34E-01,5.16E-01,4.90E-01,2.20E-01
result.1,719,587.52287,79.92167,0.501781565,4.40E-01,5.24E-01,4.70E-01,2.12E-01
result.1,720,594.45544,79.92167,0.49822648,4.44E-01,5.32E-01,4.52E-01,2.04E-01
result.1,721,46.78218,86.53935,-0.208108239,-5.49E-02,1.14E-01,1.44E-02,5.10E-03
result.1,722,53.71475,86.53935,-0.213323306,-6.35E-02,9.94E-02,3.21E-03,1.10E-02
result.1,723,60.64733,86.53935,-0.216866251,-7.10E-02,8.67E-02,-6.65E-03,2.10E-02
result.1,724,67.5799,86.53935,-0.218213154,-7.68E-02,7.78E-02,-1.41E-02,3.67E-02
result.1,725,74.51247,86.53935,-0.217061305,-8.05E-02,7.39E-02,-1.72E-02,6.04E-02
result.1,726,81.44504,86.53935,-0.214731013,-8.21E-02,7.46E-02,-1.35E-02,9.32E-02
result.1,727,88.37762,86.53935,-0.220077626,-8.55E-02,6.99E-02,7.47E-05,1.28E-01
result.1,728,95.31019,86.53935,-0.260698221,-1.11E-01,2.16E-02,3.07E-02,1.42E-01
result.1,729,102.24276,86.53935,-0.254678252,-8.39E-02,2.09E-01,2.75E-01,1.41E-01
result.1,730,109.17534,86.53935,-0.141818672,1.59E-01,5.30E-01,7.73E-01,5.46E-01
result.1,731,116.10791,86.53935,-0.160716782,4.01E-01,8.71E-01,1.02E+00,3.81E-01
result.1,732,123.04048,86.53935,-0.371447281,3.13E-01,8.73E-01,9.19E-01,3.98E-01
result.1,733,129.97305,86.53935,-0.482742261,-3.80E-02,6.54E-01,8.74E-01,1.89E-01
result.1,734,136.90563,86.53935,-0.525230633,-1.00E-01,5.14E-01,1.33E+00,-2.16E-01
result.1,735,143.8382,86.53935,-0.530324809,-1.71E-01,3.60E-01,1.55E+00,-2.94E-01
result.1,736,150.77077,86.53935,-0.550229304,-3.37E-01,6.12E-02,1.01E+00,-2.41E-01
result.1,737,157.70335,86.53935,-0.554311602,-2.45E-01,1.09E-01,7.08E-01,-8.73E-02
result.1,738,164.63592,86.53935,-0.539678502,-1.51E-01,7.92E-03,4.96E-01,-7.09E-02
result.1,739,171.56849,86.53935,-0.492631333,-3.46E-01,-2.72E-01,3.17E-01,-2.93E-01
result.1,740,178.50107,86.53935,-0.421011277,-4.84E-01,-4.92E-01,2.16E-01,-4.94E-01
result.1,741,185.43364,86.53935,-0.445421254,-5.67E-01,-5.50E-01,-8.45E-02,-5.37E-01
result.1,742,192.36621,86.53935,-0.471470074,-5.81E-01,-5.59E-01,-3.20E-01,-4.98E-01
result.1,743,199.29878,86.53935,-0.472805151,-5.82E-01,-5.46E-01,-4.96E-01,-5.56E-01
result.1,744,206.23136,86.53935,-0.452439632,-6.02E-01,-5.80E-01,-5.54E-01,-5.77E-01
result.1,745,213.16393,86.53935,-0.503071451,-6.05E-01,-5.65E-01,-5.04E-01,-5.98E-01
result.1,746,220.0965,86.53935,-0.534735519,-5.86E-01,-4.59E-01,-4.79E-01,-6.19E-01
result.1,747,227.02908,86.53935,-0.553369327,-6.45E-01,-5.52E-01,-5.49E-01,-6.37E-01
result.1,748,233.96165,86.53935,-0.575028628,-6.64E-01,-5.53E-01,-5.38E-01,-6.47E-01
result.1,749,240.89422,86.53935,-0.580876685,-6.15E-01,-4.94E-01,-4.90E-01,-6.40E-01
result.1,750,247.82679,86.53935,-0.562592192,-4.28E-01,-4.01E-01,-4.36E-01,-6.07E-01
result.1,751,254.75937,86.53935,-0.508217951,-4.23E-01,-2.34E-01,-3.54E-01,-5.22E-01
result.1,752,261.69194,86.53935,-0.405387194,-3.70E-01,3.21E-03,-7.53E-02,-3.33E-01
result.1,753,268.62451,86.53935,-0.401013308,-2.66E-01,1.81E-01,-1.55E-01,-3.47E-01
result.1,754,275.55709,86.53935,-0.342550578,-2.60E-01,3.94E-01,-1.75E-01,-3.29E-01
result.1,755,282.48966,86.53935,-0.252328903,-1.84E-01,3.49E-01,-2.04E-01,-2.64E-01
result.1,756,289.42223,86.53935,-0.182078006,-1.78E-01,6.92E-02,-1.58E-01,-9.41E-02
result.1,757,296.3548,86.53935,-0.144550448,-2.21E-01,-1.31E-01,2.82E-02,9.64E-02
result.1,758,303.28738,86.53935,0.029622492,-2.22E-01,-5.29E-02,3.70E-01,1.94E-01
result.1,759,310.21995,86.53935,0.10367178,-2.72E-01,1.79E-01,2.63E-01,2.67E-01
result.1,760,317.15252,86.53935,-0.003329664,-2.10E-01,7.44E-02,9.91E-02,2.88E-01
result.1,761,324.0851,86.53935,-0.130239482,-2.39E-01,-2.57E-01,-1.59E-01,2.52E-01
result.1,762,331.01767,86.53935,-0.101527355,-4.14E-01,-3.98E-01,-2.95E-01,-1.06E-01
result.1,763,337.95024,86.53935,-0.193395901,-5.50E-01,-5.03E-01,-2.54E-01,-3.07E-01
result.1,764,344.88282,86.53935,-0.27960165,-5.21E-01,-4.87E-01,-3.74E-01,-3.28E-01
result.1,765,351.81539,86.53935,-0.255854712,-3.66E-01,-4.20E-01,-3.82E-01,-3.35E-01
result.1,766,358.74796,86.53935,-0.184843754,-1.85E-01,-2.24E-01,-1.54E-01,-2.52E-01
result.1,767,365.68053,86.53935,-0.015016999,-1.57E-02,-2.71E-02,1.96E-01,-1.42E-01
result.1,768,372.61311,86.53935,-0.004473247,-2.87E-02,-1.76E-01,7.40E-02,-4.46E-02
result.1,769,379.54568,86.53935,0.010761993,-3.41E-02,-1.76E-01,5.28E-02,7.33E-02
result.1,770,386.47825,86.53935,0.062198416,9.61E-02,-1.13E-01,2.32E-01,2.30E-01
result.1,771,393.41083,86.53935,0.10382322,3.80E-01,-2.37E-01,5.21E-01,3.00E-01
result.1,772,400.3434,86.53935,0.108863859,5.03E-01,-2.26E-01,5.92E-01,3.88E-01
result.1,773,407.27597,86.53935,0.097138134,3.99E-01,-5.86E-02,8.41E-01,4.04E-01
result.1,774,414.20854,86.53935,0.29432922,4.96E-01,6.63E-02,8.70E-01,6.01E-01
result.1,775,421.14112,86.53935,0.338623375,5.10E-01,9.29E-02,7.82E-01,7.11E-01
result.1,776,428.07369,86.53935,0.455142014,4.45E-01,4.02E-01,9.19E-01,7.10E-01
result.1,777,435.00626,86.53935,0.698339214,5.02E-01,5.14E-01,9.16E-01,4.65E-01
result.1,778,441.93884,86.53935,0.695515448,4.20E-01,3.33E-01,6.38E-01,3.16E-01
result.1,779,448.87141,86.53935,0.41637236,3.80E-01,3.26E-01,7.49E-01,3.37E-01
result.1,780,455.80398,86.53935,0.254990175,3.41E-01,2.66E-01,1.08E+00,3.77E-01
result.1,781,462.73655,86.53935,0.261294253,4.14E-01,1.61E-01,1.07E+00,5.10E-01
result.1,782,469.66913,86.53935,0.223344134,3.24E-01,-3.10E-02,7.53E-01,5.47E-01
result.1,783,476.6017,86.53935,0.082036324,1.38E-01,-1.98E-01,8.42E-01,7.47E-01
result.1,784,483.53427,86.53935,0.022656091,1.65E-01,-2.36E-01,1.01E+00,5.54E-01
result.1,785,490.46685,86.53935,0.10563674,2.16E-01,-2.52E-02,7.78E-01,1.88E-01
result.1,786,497.39942,86.53935,0.309765887,2.59E-01,3.52E-01,7.79E-01,9.71E-02
result.1,787,504.33199,86.53935,0.380497746,2.52E-01,4.18E-01,7.62E-01,2.02E-01
result.1,788,511.26457,86.53935,0.425054527,2.72E-01,4.28E-01,7.47E-01,2.54E-01
result.1,789,518.19714,86.53935,0.461520715,3.02E-01,4.36E-01,7.32E-01,2.75E-01
result.1,790,525.12971,86.53935,0.488234643,3.31E-01,4.44E-01,7.13E-01,2.84E-01
result.1,791,532.06228,86.53935,0.506986246,3.56E-01,4.52E-01,6.90E-01,2.88E-01
result.1,792,538.99486,86.53935,0.519830972,3.77E-01,4.60E-01,6.64E-01,2.87E-01
result.1,793,545.92743,86.53935,0.528304433,3.95E-01,4.70E-01,6.38E-01,2.84E-01
result.1,794,552.86,86.53935,0.533444922,4.10E-01,4.79E-01,6.11E-01,2.79E-01
result.1,795,559.79258,86.53935,0.535948142,4.23E-01,4.89E-01,5.84E-01,2.72E-01
result.1,796,566.72515,86.53935,0.536296617,4.33E-01,4.99E-01,5.58E-01,2.64E-01
result.1,797,573.65772,86.53935,0.534845096,4.42E-01,5.09E-01,5.34E-01,2.55E-01
result.1,798,580.59029,86.53935,0.531872,4.49E-01,5.18E-01,5.11E-01,2.45E-01
result.1,799,587.52287,86.53935,0.527608834,4.54E-01,5.27E-01,4.88E-01,2.34E-01
result.1,800,594.45544,86.53935,0.522256265,4.58E-01,5.35E-01,4.68E-01,2.24E-01
result.1,801,46.78218,93.15704,-0.218403508,-9.06E-02,8.04E-02,-2.05E-02,-2.18E-02
result.1,802,53.71475,93.15704,-0.223555775,-1.05E-01,6.05E-02,-3.90E-02,-2.16E-02
result.1,803,60.64733,93.15704,-0.226279685,-1.19E-01,4.27E-02,-5.84E-02,-1.87E-02
result.1,804,67.5799,93.15704,-0.225114692,-1.34E-01,2.85E-02,-7.87E-02,-1.19E-02
result.1,805,74.51247,93.15704,-0.217403876,-1.49E-01,2.13E-02,-9.96E-02,1.11E-03
result.1,806,81.44504,93.15704,-0.197924702,-1.64E-01,2.72E-02,-1.21E-01,2.34E-02
result.1,807,88.37762,93.15704,-0.157230345,-1.81E-01,5.81E-02,-1.45E-01,5.65E-02
result.1,808,95.31019,93.15704,-0.116296614,-2.03E-01,9.21E-02,-1.78E-01,4.17E-02
result.1,809,102.24276,93.15704,-0.151503056,-1.85E-01,5.85E-02,-4.57E-02,8.20E-02
result.1,810,109.17534,93.15704,-0.177769366,1.05E-01,2.66E-01,2.72E-01,3.88E-01
result.1,811,116.10791,93.15704,-0.322870849,6.89E-02,4.74E-01,6.31E-01,2.26E-02
result.1,812,123.04048,93.15704,-0.447307762,-6.98E-02,6.71E-01,8.13E-01,-4.15E-02
result.1,813,129.97305,93.15704,-0.498605616,-1.64E-01,8.22E-01,1.12E+00,-1.10E-01
result.1,814,136.90563,93.15704,-0.51923638,-1.91E-01,1.13E+00,1.86E+00,-3.64E-01
result.1,815,143.8382,93.15704,-0.48825378,-2.54E-01,6.15E-01,1.83E+00,-4.80E-01
result.1,816,150.77077,93.15704,-0.520327291,-3.74E-01,2.11E-01,1.07E+00,-4.30E-01
result.1,817,157.70335,93.15704,-0.525892899,-3.22E-01,2.12E-01,8.47E-01,-2.38E-01
result.1,818,164.63592,93.15704,-0.517961849,-2.71E-01,-1.25E-01,4.94E-01,-2.02E-01
result.1,819,171.56849,93.15704,-0.42497373,-3.87E-01,-3.96E-01,4.40E-01,-4.04E-01
result.1,820,178.50107,93.15704,-0.21829179,-5.25E-01,-5.14E-01,8.17E-01,-4.89E-01
result.1,821,185.43364,93.15704,-0.340748492,-6.02E-01,-5.57E-01,2.22E-01,-5.39E-01
result.1,822,192.36621,93.15704,-0.415917219,-6.27E-01,-5.54E-01,-2.60E-01,-5.78E-01
result.1,823,199.29878,93.15704,-0.479877945,-6.42E-01,-5.83E-01,-5.14E-01,-6.07E-01
result.1,824,206.23136,93.15704,-0.48239485,-6.49E-01,-5.95E-01,-5.65E-01,-6.20E-01
result.1,825,213.16393,93.15704,-0.503016566,-6.19E-01,-5.43E-01,-4.43E-01,-6.14E-01
result.1,826,220.0965,93.15704,-0.495825761,-6.54E-01,-4.38E-01,-4.52E-01,-5.53E-01
result.1,827,227.02908,93.15704,-0.558489783,-6.92E-01,-5.40E-01,-5.52E-01,-6.27E-01
result.1,828,233.96165,93.15704,-0.584295091,-6.93E-01,-5.41E-01,-5.70E-01,-6.48E-01
result.1,829,240.89422,93.15704,-0.587010755,-6.37E-01,-4.94E-01,-5.25E-01,-6.31E-01
result.1,830,247.82679,93.15704,-0.566659819,-4.89E-01,-3.99E-01,-4.75E-01,-5.70E-01
result.1,831,254.75937,93.15704,-0.516349857,-3.89E-01,-3.26E-01,-3.86E-01,-4.87E-01
result.1,832,261.69194,93.15704,-0.441449851,-3.41E-01,-1.67E-01,-2.00E-01,-2.62E-01
result.1,833,268.62451,93.15704,-0.445827669,-2.76E-01,2.21E-02,-1.49E-01,-2.41E-01
result.1,834,275.55709,93.15704,-0.395547863,-1.70E-01,2.36E-01,-4.76E-03,-3.43E-01
result.1,835,282.48966,93.15704,-0.314306399,-1.62E-01,3.01E-01,-8.23E-02,-2.20E-01
result.1,836,289.42223,93.15704,-0.20626018,-1.76E-01,4.32E-02,1.42E-02,1.78E-01
result.1,837,296.3548,93.15704,-0.190222832,-1.81E-01,-1.86E-01,5.53E-03,1.55E-01
result.1,838,303.28738,93.15704,-0.118384719,-1.97E-01,-1.35E-01,8.84E-02,8.79E-02
result.1,839,310.21995,93.15704,0.088068212,-2.13E-01,-9.17E-02,1.68E-01,1.36E-01
result.1,840,317.15252,93.15704,0.229540207,-1.78E-01,-8.00E-02,1.71E-01,1.25E-01
result.1,841,324.0851,93.15704,-0.004083201,-2.57E-01,-1.64E-01,-5.96E-02,3.44E-02
result.1,842,331.01767,93.15704,-0.085453069,-4.38E-01,-2.91E-01,-1.53E-01,-1.43E-01
result.1,843,337.95024,93.15704,-0.237072402,-4.92E-01,-4.53E-01,-2.39E-01,-3.91E-02
result.1,844,344.88282,93.15704,-0.271808764,-5.37E-01,-5.48E-01,-3.77E-01,-4.04E-01
result.1,845,351.81539,93.15704,-0.27803192,-4.27E-01,-4.95E-01,-3.65E-01,-4.41E-01
result.1,846,358.74796,93.15704,-0.234315526,-2.58E-01,-3.31E-01,-6.73E-02,-3.60E-01
result.1,847,365.68053,93.15704,-0.116554511,-1.54E-01,-1.98E-01,1.48E-02,-2.07E-01
result.1,848,372.61311,93.15704,0.044568252,-1.10E-01,-2.94E-01,-1.60E-01,-4.50E-03
result.1,849,379.54568,93.15704,-0.057126782,1.98E-02,-2.07E-01,-1.10E-01,6.42E-02
result.1,850,386.47825,93.15704,-0.011143854,9.88E-02,-5.96E-02,7.40E-02,1.70E-01
result.1,851,393.41083,93.15704,0.148266682,4.58E-01,-1.61E-01,3.73E-01,3.50E-01
result.1,852,400.3434,93.15704,0.23999794,6.33E-01,-2.30E-01,4.94E-01,5.41E-01
result.1,853,407.27597,93.15704,0.156401769,5.58E-01,-2.61E-02,6.02E-01,5.76E-01
result.1,854,414.20854,93.15704,0.241895069,5.90E-01,2.24E-02,6.54E-01,6.65E-01
result.1,855,421.14112,93.15704,0.460939375,6.07E-01,1.96E-01,9.15E-01,8.78E-01
result.1,856,428.07369,93.15704,0.547426877,6.37E-01,3.82E-01,1.06E+00,7.86E-01
result.1,857,435.00626,93.15704,0.66966248,6.08E-01,6.21E-01,1.11E+00,5.98E-01
result.1,858,441.93884,93.15704,0.902335687,5.15E-01,6.25E-01,1.05E+00,6.64E-01
result.1,859,448.87141,93.15704,0.702469498,4.50E-01,6.18E-01,1.25E+00,6.47E-01
result.1,860,455.80398,93.15704,0.484333726,5.86E-01,5.39E-01,1.44E+00,5.72E-01
result.1,861,462.73655,93.15704,0.403147008,6.69E-01,3.43E-01,1.36E+00,6.49E-01
result.1,862,469.66913,93.15704,0.260333767,4.58E-01,2.53E-03,8.91E-01,7.84E-01
result.1,863,476.6017,93.15704,0.073087112,3.24E-01,-1.65E-01,8.11E-01,7.85E-01
result.1,864,483.53427,93.15704,0.066462227,1.57E-01,-1.87E-01,1.04E+00,6.54E-01
result.1,865,490.46685,93.15704,0.138831093,2.36E-01,1.80E-01,1.02E+00,7.47E-01
result.1,866,497.39942,93.15704,0.47387165,2.51E-01,3.88E-01,9.28E-01,5.93E-01
result.1,867,504.33199,93.15704,0.486481701,2.43E-01,4.05E-01,8.58E-01,4.66E-01
result.1,868,511.26457,93.15704,0.512775288,2.78E-01,4.22E-01,8.33E-01,4.04E-01
result.1,869,518.19714,93.15704,0.536627423,3.16E-01,4.34E-01,8.10E-01,3.77E-01
result.1,870,525.12971,93.15704,0.55286627,3.48E-01,4.43E-01,7.81E-01,3.62E-01
result.1,871,532.06228,93.15704,0.563221045,3.74E-01,4.52E-01,7.48E-01,3.50E-01
result.1,872,538.99486,93.15704,0.569469127,3.95E-01,4.61E-01,7.14E-01,3.40E-01
result.1,873,545.92743,93.15704,0.572736556,4.13E-01,4.70E-01,6.80E-01,3.30E-01
result.1,874,552.86,93.15704,0.57368534,4.28E-01,4.80E-01,6.47E-01,3.20E-01
result.1,875,559.79258,93.15704,0.572718758,4.40E-01,4.91E-01,6.16E-01,3.08E-01
result.1,876,566.72515,93.15704,0.570109048,4.51E-01,5.01E-01,5.86E-01,2.97E-01
result.1,877,573.65772,93.15704,0.566066221,4.59E-01,5.11E-01,5.58E-01,2.84E-01
result.1,878,580.59029,93.15704,0.56077199,4.66E-01,5.21E-01,5.31E-01,2.71E-01
result.1,879,587.52287,93.15704,0.554394696,4.70E-01,5.30E-01,5.07E-01,2.58E-01
result.1,880,594.45544,93.15704,0.547094473,4.74E-01,5.38E-01,4.84E-01,2.45E-01
result.1,881,46.78218,99.77472,-0.230525172,-1.26E-01,4.53E-02,-5.49E-02,-5.11E-02
result.1,882,53.71475,99.77472,-0.236553692,-1.45E-01,1.99E-02,-8.05E-02,-5.75E-02
result.1,883,60.64733,99.77472,-0.240045138,-1.66E-01,-4.60E-03,-1.09E-01,-6.33E-02
result.1,884,67.5799,99.77472,-0.23926296,-1.90E-01,-2.67E-02,-1.41E-01,-6.78E-02
result.1,885,74.51247,99.77472,-0.230798735,-2.15E-01,-4.27E-02,-1.78E-01,-6.95E-02
result.1,886,81.44504,99.77472,-0.206872874,-2.42E-01,-4.36E-02,-2.20E-01,-6.40E-02
result.1,887,88.37762,99.77472,-0.145117883,-2.68E-01,-1.07E-03,-2.65E-01,-3.22E-02
result.1,888,95.31019,99.77472,0.048302912,-2.59E-01,2.11E-01,-2.87E-01,1.40E-01
result.1,889,102.24276,99.77472,-0.184372662,-2.25E-01,-2.71E-02,-1.98E-01,-1.46E-01
result.1,890,109.17534,99.77472,-0.355726837,-1.31E-01,8.53E-03,-5.37E-02,-2.87E-01
result.1,891,116.10791,99.77472,-0.438241331,-2.17E-01,1.88E-01,3.62E-01,-3.11E-01
result.1,892,123.04048,99.77472,-0.497401321,-2.40E-01,3.17E-01,5.92E-01,-2.87E-01
result.1,893,129.97305,99.77472,-0.496749286,-2.08E-01,5.83E-01,8.90E-01,-3.22E-01
result.1,894,136.90563,99.77472,-0.52522148,-1.81E-01,8.12E-01,1.16E+00,-4.14E-01
result.1,895,143.8382,99.77472,-0.525928104,-2.08E-01,5.24E-01,1.03E+00,-5.40E-01
result.1,896,150.77077,99.77472,-0.478998463,-3.24E-01,3.06E-01,7.04E-01,-5.16E-01
result.1,897,157.70335,99.77472,-0.496368045,-3.64E-01,1.55E-01,6.05E-01,-3.85E-01
result.1,898,164.63592,99.77472,-0.514662499,-4.26E-01,-2.61E-01,2.01E-01,-3.59E-01
result.1,899,171.56849,99.77472,-0.416382135,-4.71E-01,-3.87E-01,3.24E-01,-3.97E-01
result.1,900,178.50107,99.77472,-0.132715546,-4.81E-01,-4.68E-01,1.30E+00,-4.06E-01
result.1,901,185.43364,99.77472,-0.295472521,-5.35E-01,-5.02E-01,2.88E-01,-3.96E-01
result.1,902,192.36621,99.77472,-0.435882851,-5.77E-01,-5.02E-01,-1.87E-01,-5.65E-01
result.1,903,199.29878,99.77472,-0.467021554,-6.42E-01,-5.68E-01,-5.18E-01,-5.94E-01
result.1,904,206.23136,99.77472,-0.459586109,-6.82E-01,-5.68E-01,-5.74E-01,-6.07E-01
result.1,905,213.16393,99.77472,-0.502435971,-6.95E-01,-5.06E-01,-4.97E-01,-6.22E-01
result.1,906,220.0965,99.77472,-0.528019185,-7.06E-01,-4.82E-01,-5.22E-01,-6.06E-01
result.1,907,227.02908,99.77472,-0.556459872,-7.15E-01,-5.65E-01,-5.50E-01,-6.33E-01
result.1,908,233.96165,99.77472,-0.572490376,-7.02E-01,-5.60E-01,-6.03E-01,-6.40E-01
result.1,909,240.89422,99.77472,-0.573064393,-6.39E-01,-4.53E-01,-5.61E-01,-6.09E-01
result.1,910,247.82679,99.77472,-0.553239467,-4.97E-01,-2.69E-01,-4.18E-01,-5.16E-01
result.1,911,254.75937,99.77472,-0.482660899,-3.66E-01,-2.41E-01,-3.18E-01,-4.60E-01
result.1,912,261.69194,99.77472,-0.477529365,-2.20E-01,-1.90E-01,-2.51E-01,-3.04E-01
result.1,913,268.62451,99.77472,-0.433727894,-1.91E-01,-1.37E-01,-1.65E-01,-2.44E-01
result.1,914,275.55709,99.77472,-0.32075671,-5.82E-02,2.20E-02,-5.16E-02,-1.56E-01
result.1,915,282.48966,99.77472,-0.214923649,-8.00E-02,6.55E-02,-4.50E-02,-1.26E-02
result.1,916,289.42223,99.77472,-0.066321713,-4.87E-02,-1.97E-02,1.41E-01,2.98E-01
result.1,917,296.3548,99.77472,-0.132064496,-1.09E-01,-1.48E-01,3.92E-02,2.21E-01
result.1,918,303.28738,99.77472,-0.144343243,-1.62E-01,-1.05E-01,-4.01E-02,1.74E-02
result.1,919,310.21995,99.77472,0.009528002,-1.46E-01,-1.22E-01,1.36E-01,-2.35E-02
result.1,920,317.15252,99.77472,0.192084528,-1.84E-01,-1.25E-01,1.55E-01,-4.77E-02
result.1,921,324.0851,99.77472,0.090098004,-2.61E-01,-1.75E-01,1.26E-01,1.71E-02
result.1,922,331.01767,99.77472,-0.107515406,-3.85E-01,-3.35E-01,5.15E-02,-1.62E-01
result.1,923,337.95024,99.77472,-0.284367501,-4.54E-01,-4.98E-01,-1.66E-01,-3.16E-01
result.1,924,344.88282,99.77472,-0.338003421,-5.24E-01,-5.66E-01,-3.21E-01,-4.60E-01
result.1,925,351.81539,99.77472,-0.333880557,-4.12E-01,-5.07E-01,-3.36E-01,-4.87E-01
result.1,926,358.74796,99.77472,-0.301441185,-2.54E-01,-3.45E-01,-1.42E-01,-4.12E-01
result.1,927,365.68053,99.77472,-0.23296564,-1.76E-01,-3.37E-01,-1.44E-01,-1.58E-01
result.1,928,372.61311,99.77472,-0.029358632,-1.32E-01,-3.63E-01,-2.52E-01,-1.46E-01
result.1,929,379.54568,99.77472,-0.018603088,4.12E-02,-2.76E-01,-1.61E-01,1.82E-02
result.1,930,386.47825,99.77472,0.061968973,1.90E-01,-1.21E-01,-9.55E-03,2.60E-01
result.1,931,393.41083,99.77472,0.284012086,4.23E-01,-2.00E-01,1.56E-01,2.41E-01
result.1,932,400.3434,99.77472,0.378907506,6.23E-01,-2.55E-01,2.97E-01,4.49E-01
result.1,933,407.27597,99.77472,0.291044074,7.93E-01,-1.79E-01,2.52E-01,3.73E-01
result.1,934,414.20854,99.77472,0.404249709,7.08E-01,2.39E-02,3.38E-01,5.74E-01
result.1,935,421.14112,99.77472,0.648233343,7.27E-01,1.86E-01,7.05E-01,8.05E-01
result.1,936,428.07369,99.77472,0.66231198,6.73E-01,3.76E-01,1.12E+00,8.04E-01
result.1,937,435.00626,99.77472,0.649983716,5.41E-01,5.26E-01,1.24E+00,7.19E-01
result.1,938,441.93884,99.77472,0.749596366,5.94E-01,6.54E-01,1.57E+00,7.49E-01
result.1,939,448.87141,99.77472,0.801385432,6.93E-01,8.28E-01,1.92E+00,8.96E-01
result.1,940,455.80398,99.77472,0.913930197,9.95E-01,1.01E+00,2.00E+00,8.52E-01
result.1,941,462.73655,99.77472,0.576115439,9.75E-01,7.30E-01,1.72E+00,8.73E-01
result.1,942,469.66913,99.77472,0.415754977,7.41E-01,3.02E-01,1.23E+00,9.28E-01
result.1,943,476.6017,99.77472,0.244511034,6.10E-01,-2.01E-02,9.84E-01,9.16E-01
result.1,944,483.53427,99.77472,0.164422217,4.04E-01,-6.85E-02,1.02E+00,8.29E-01
result.1,945,490.46685,99.77472,0.240306719,3.34E-01,2.61E-01,1.03E+00,1.01E+00
result.1,946,497.39942,99.77472,0.422038614,1.32E-01,2.81E-01,8.99E-01,9.05E-01
result.1,947,504.33199,99.77472,0.560143187,2.21E-01,3.71E-01,9.31E-01,6.49E-01
result.1,948,511.26457,99.77472,0.60472423,2.95E-01,4.14E-01,9.26E-01,5.33E-01
result.1,949,518.19714,99.77472,0.618225723,3.42E-01,4.31E-01,8.95E-01,4.75E-01
result.1,950,525.12971,99.77472,0.62221261,3.74E-01,4.41E-01,8.53E-01,4.40E-01
result.1,951,532.06228,99.77472,0.622686957,3.99E-01,4.49E-01,8.08E-01,4.16E-01
result.1,952,538.99486,99.77472,0.621445187,4.19E-01,4.59E-01,7.65E-01,3.97E-01
result.1,953,545.92743,99.77472,0.618997254,4.35E-01,4.69E-01,7.23E-01,3.80E-01
result.1,954,552.86,99.77472,0.615450986,4.49E-01,4.80E-01,6.84E-01,3.64E-01
result.1,955,559.79258,99.77472,0.610811878,4.61E-01,4.92E-01,6.47E-01,3.48E-01
