Result,row.name,Longitude,Latitude,CXCL12,FBLN1,C3,S100A4,COL11A1
result.1,173,129.97305,40.21557,-0.296380435,2.36E-01,2.48E-01,3.93E-01,1.43E-01
result.1,174,136.90563,40.21557,-0.316137592,1.88E-01,2.08E-01,3.79E-01,1.14E-01
result.1,175,143.8382,40.21557,-0.33457309,1.33E-01,1.64E-01,3.58E-01,8.55E-02
result.1,176,150.77077,40.21557,-0.350439628,7.54E-02,1.20E-01,3.30E-01,5.72E-02
result.1,177,157.70335,40.21557,-0.363087627,1.95E-02,7.64E-02,2.96E-01,2.79E-02
result.1,178,164.63592,40.21557,-0.372376266,-3.32E-02,3.43E-02,2.56E-01,-4.18E-03
result.1,179,171.56849,40.21557,-0.378493793,-8.18E-02,-5.88E-03,2.11E-01,-3.98E-02
result.1,180,178.50107,40.21557,-0.381785457,-1.26E-01,-4.31E-02,1.63E-01,-7.77E-02
result.1,181,185.43364,40.21557,-0.382621752,-1.64E-01,-7.58E-02,1.15E-01,-1.15E-01
result.1,182,192.36621,40.21557,-0.381318312,-1.97E-01,-1.03E-01,6.84E-02,-1.50E-01
result.1,183,199.29878,40.21557,-0.378103356,-2.25E-01,-1.23E-01,2.50E-02,-1.81E-01
result.1,184,206.23136,40.21557,-0.373111445,-2.46E-01,-1.35E-01,-1.29E-02,-2.07E-01
result.1,185,213.16393,40.21557,-0.366381258,-2.62E-01,-1.39E-01,-4.34E-02,-2.27E-01
result.1,186,220.0965,40.21557,-0.357836186,-2.73E-01,-1.34E-01,-6.55E-02,-2.42E-01
result.1,187,227.02908,40.21557,-0.347225339,-2.79E-01,-1.21E-01,-7.90E-02,-2.51E-01
result.1,188,233.96165,40.21557,-0.334063897,-2.81E-01,-1.00E-01,-8.41E-02,-2.54E-01
result.1,189,240.89422,40.21557,-0.317704183,-2.79E-01,-7.14E-02,-8.16E-02,-2.51E-01
result.1,190,247.82679,40.21557,-0.297603193,-2.73E-01,-3.74E-02,-7.24E-02,-2.42E-01
result.1,191,254.75937,40.21557,-0.27366628,-2.64E-01,-1.20E-03,-5.77E-02,-2.29E-01
result.1,192,261.69194,40.21557,-0.246501475,-2.53E-01,3.35E-02,-3.89E-02,-2.11E-01
result.1,193,268.62451,40.21557,-0.217509468,-2.39E-01,6.32E-02,-1.73E-02,-1.91E-01
result.1,194,275.55709,40.21557,-0.18876794,-2.26E-01,8.53E-02,6.10E-03,-1.70E-01
result.1,195,282.48966,40.21557,-0.16263091,-2.12E-01,9.85E-02,3.05E-02,-1.51E-01
result.1,196,289.42223,40.21557,-0.141069655,-2.01E-01,1.03E-01,5.47E-02,-1.34E-01
result.1,197,296.3548,40.21557,-0.125110589,-1.90E-01,9.95E-02,7.63E-02,-1.20E-01
result.1,198,303.28738,40.21557,-0.114764634,-1.81E-01,8.93E-02,9.24E-02,-1.11E-01
result.1,199,310.21995,40.21557,-0.109297562,-1.71E-01,7.43E-02,1.01E-01,-1.05E-01
result.1,200,317.15252,40.21557,-0.107405362,-1.60E-01,5.67E-02,1.04E-01,-1.02E-01
result.1,201,324.0851,40.21557,-0.107281252,-1.46E-01,3.98E-02,1.04E-01,-9.99E-02
result.1,202,331.01767,40.21557,-0.106820694,-1.26E-01,2.71E-02,1.08E-01,-9.80E-02
result.1,203,337.95024,40.21557,-0.103955373,-1.01E-01,2.09E-02,1.20E-01,-9.47E-02
result.1,204,344.88282,40.21557,-0.096996317,-6.75E-02,2.21E-02,1.43E-01,-8.86E-02
result.1,205,351.81539,40.21557,-0.084988869,-2.78E-02,2.91E-02,1.77E-01,-7.84E-02
result.1,206,358.74796,40.21557,-0.068008766,1.62E-02,3.91E-02,2.20E-01,-6.32E-02
result.1,207,365.68053,40.21557,-0.047194472,6.14E-02,4.91E-02,2.67E-01,-4.30E-02
result.1,208,372.61311,40.21557,-0.024395698,1.05E-01,5.74E-02,3.16E-01,-1.86E-02
result.1,209,379.54568,40.21557,-0.001545281,1.47E-01,6.41E-02,3.63E-01,8.41E-03
result.1,210,386.47825,40.21557,0.019941324,1.86E-01,7.07E-02,4.07E-01,3.61E-02
result.1,211,393.41083,40.21557,0.039436114,2.23E-01,7.89E-02,4.45E-01,6.23E-02
result.1,212,400.3434,40.21557,0.056946919,2.57E-01,8.93E-02,4.76E-01,8.47E-02
result.1,213,407.27597,40.21557,0.072675323,2.86E-01,1.02E-01,4.97E-01,1.01E-01
result.1,214,414.20854,40.21557,0.086575505,3.11E-01,1.15E-01,5.05E-01,1.11E-01
result.1,215,421.14112,40.21557,0.098220841,3.29E-01,1.28E-01,4.99E-01,1.13E-01
result.1,216,428.07369,40.21557,0.107020251,3.39E-01,1.37E-01,4.82E-01,1.08E-01
result.1,217,435.00626,40.21557,0.112607159,3.43E-01,1.43E-01,4.58E-01,9.63E-02
result.1,218,441.93884,40.21557,0.115254592,3.41E-01,1.46E-01,4.32E-01,8.18E-02
result.1,219,448.87141,40.21557,0.116066714,3.37E-01,1.48E-01,4.09E-01,6.74E-02
result.1,220,455.80398,40.21557,0.116650258,3.31E-01,1.52E-01,3.91E-01,5.56E-02
result.1,221,462.73655,40.21557,0.118460507,3.26E-01,1.61E-01,3.81E-01,4.76E-02
result.1,222,469.66913,40.21557,0.122440864,3.22E-01,1.77E-01,3.76E-01,4.29E-02
result.1,223,476.6017,40.21557,0.129216303,3.19E-01,1.99E-01,3.76E-01,4.02E-02
result.1,224,483.53427,40.21557,0.139409427,3.16E-01,2.28E-01,3.80E-01,3.85E-02
result.1,225,490.46685,40.21557,0.153560255,3.13E-01,2.60E-01,3.87E-01,3.78E-02
result.1,226,497.39942,40.21557,0.171707712,3.10E-01,2.94E-01,3.95E-01,3.94E-02
result.1,227,504.33199,40.21557,0.193113557,3.09E-01,3.26E-01,4.04E-01,4.44E-02
result.1,228,511.26457,40.21557,0.216426591,3.10E-01,3.55E-01,4.11E-01,5.26E-02
result.1,229,518.19714,40.21557,0.240135053,3.14E-01,3.79E-01,4.16E-01,6.31E-02
result.1,230,525.12971,40.21557,0.262966803,3.19E-01,4.01E-01,4.20E-01,7.44E-02
result.1,231,532.06228,40.21557,0.284060185,3.26E-01,4.19E-01,4.20E-01,8.53E-02
result.1,232,538.99486,40.21557,0.302944736,3.33E-01,4.35E-01,4.19E-01,9.50E-02
result.1,233,545.92743,40.21557,0.319441391,3.41E-01,4.49E-01,4.16E-01,1.03E-01
result.1,234,552.86,40.21557,0.333558045,3.48E-01,4.62E-01,4.11E-01,1.09E-01
result.1,235,559.79258,40.21557,0.345409297,3.56E-01,4.74E-01,4.05E-01,1.14E-01
result.1,236,566.72515,40.21557,0.355163099,3.62E-01,4.84E-01,3.98E-01,1.17E-01
result.1,237,573.65772,40.21557,0.363008269,3.69E-01,4.94E-01,3.90E-01,1.19E-01
result.1,238,580.59029,40.21557,0.36913604,3.75E-01,5.03E-01,3.82E-01,1.20E-01
result.1,239,587.52287,40.21557,0.37373033,3.80E-01,5.12E-01,3.74E-01,1.20E-01
result.1,240,594.45544,40.21557,0.376963148,3.84E-01,5.20E-01,3.65E-01,1.19E-01
result.1,241,46.78218,46.83325,-0.164210501,1.14E-01,2.74E-01,1.72E-01,8.78E-02
result.1,242,53.71475,46.83325,-0.172204664,1.24E-01,2.73E-01,1.83E-01,1.01E-01
result.1,243,60.64733,46.83325,-0.180611074,1.37E-01,2.73E-01,1.99E-01,1.17E-01
result.1,244,67.5799,46.83325,-0.189524234,1.54E-01,2.76E-01,2.19E-01,1.36E-01
result.1,245,74.51247,46.83325,-0.198960877,1.76E-01,2.83E-01,2.46E-01,1.57E-01
result.1,246,81.44504,46.83325,-0.208786021,2.03E-01,2.93E-01,2.77E-01,1.80E-01
result.1,247,88.37762,46.83325,-0.218715601,2.34E-01,3.06E-01,3.14E-01,2.02E-01
result.1,248,95.31019,46.83325,-0.228562297,2.69E-01,3.20E-01,3.53E-01,2.21E-01
result.1,249,102.24276,46.83325,-0.238769127,3.02E-01,3.32E-01,3.89E-01,2.33E-01
result.1,250,109.17534,46.83325,-0.250786918,3.27E-01,3.35E-01,4.17E-01,2.33E-01
result.1,251,116.10791,46.83325,-0.26653467,3.33E-01,3.24E-01,4.34E-01,2.20E-01
result.1,252,123.04048,46.83325,-0.28691947,3.13E-01,2.96E-01,4.38E-01,1.93E-01
result.1,253,129.97305,46.83325,-0.310737206,2.67E-01,2.54E-01,4.30E-01,1.58E-01
result.1,254,136.90563,46.83325,-0.335225253,2.04E-01,2.04E-01,4.14E-01,1.22E-01
result.1,255,143.8382,46.83325,-0.357626924,1.34E-01,1.51E-01,3.90E-01,8.91E-02
result.1,256,150.77077,46.83325,-0.376216275,6.53E-02,1.00E-01,3.58E-01,5.92E-02
result.1,257,157.70335,46.83325,-0.390369322,3.41E-04,5.08E-02,3.18E-01,2.91E-02
result.1,258,164.63592,46.83325,-0.400209373,-5.94E-02,3.02E-03,2.71E-01,-5.84E-03
result.1,259,171.56849,46.83325,-0.406252393,-1.14E-01,-4.34E-02,2.17E-01,-4.77E-02
result.1,260,178.50107,46.83325,-0.409145712,-1.62E-01,-8.70E-02,1.60E-01,-9.44E-02
result.1,261,185.43364,46.83325,-0.409484219,-2.04E-01,-1.26E-01,1.02E-01,-1.41E-01
result.1,262,192.36621,46.83325,-0.407715794,-2.40E-01,-1.57E-01,4.51E-02,-1.83E-01
result.1,263,199.29878,46.83325,-0.404134971,-2.69E-01,-1.80E-01,-7.53E-03,-2.19E-01
result.1,264,206.23136,46.83325,-0.398909218,-2.91E-01,-1.94E-01,-5.31E-02,-2.48E-01
result.1,265,213.16393,46.83325,-0.392101847,-3.07E-01,-1.99E-01,-8.91E-02,-2.71E-01
result.1,266,220.0965,46.83325,-0.383680209,-3.17E-01,-1.93E-01,-1.14E-01,-2.88E-01
result.1,267,227.02908,46.83325,-0.373397378,-3.22E-01,-1.77E-01,-1.28E-01,-2.97E-01
result.1,268,233.96165,46.83325,-0.360528097,-3.23E-01,-1.51E-01,-1.32E-01,-3.00E-01
